Date,Store,Product,Category,Price,Quantity,Payment_Method,City,Customer_Age,Customer_Gender,Weekly_Sales,Holiday_Flag
2022-04-19,Store C,Yoga Mat,Sports,1789.06,7.0,Cash,Chicago,32.0,Male,13670.26,0
2022-09-23,Store C,Football,Sports,1006.8,3.0,Online Payment,Los Angeles,45.0,Male,3519.72,0
2023-11-18,Store C,Cheese,Groceries,1743.84,2.0,Credit Card,Phoenix,53.0,Female,2949.86,0
2023-09-03,Store C,Smartphone,Electronics,284.27,3.0,Cash,Houston,40.0,Male,839.04,0
2023-08-25,Store D,Eggs,Groceries,1580.04,8.0,Online Payment,New York,45.0,Male,11610.68,1
2022-09-16,Store D,Coffee Maker,Home & Kitchen,1704.84,2.0,Online Payment,Phoenix,30.0,Male,2749.6,1
2022-06-26,Store C,Smartwatch,Electronics,111.7,,Online Payment,Chicago,45.0,Female,1144.89,0
2022-06-14,Store C,Smartphone,Electronics,470.29,8.0,,Houston,69.0,Male,3573.11,0
2022-07-04,Store D,Basketball,Sports,745.03,6.0,Online Payment,Phoenix,39.0,Male,4301.66,0
2023-08-11,Store A,Milk,Groceries,1377.62,1.0,Cash,Phoenix,30.0,Female,1157.82,0
2022-07-12,Store B,Basketball,Sports,1893.56,3.0,Credit Card,Houston,45.0,Male,4602.37,0
2022-10-10,Store D,Football,Sports,1134.31,8.0,Debit Card,Chicago,63.0,Female,10541.8,0
2023-03-25,Store A,Sneakers,Clothing,903.68,1.0,,Chicago,65.0,Male,947.97,0
2023-12-15,Store A,Sneakers,Clothing,1885.35,2.0,Debit Card,Chicago,37.0,Female,4346.4,0
2023-06-22,Store D,Blender,Home & Kitchen,1026.0,1.0,Credit Card,New York,34.0,Female,1164.07,0
2023-06-28,Store B,Basketball,Sports,239.7,7.0,Cash,Houston,38.0,Male,1991.42,0
2023-01-10,Store C,Headphones,Electronics,874.17,7.0,Online Payment,Los Angeles,44.0,Female,6922.48,0
2022-04-03,Store C,Sneakers,Clothing,1643.67,9.0,,Houston,58.0,,14704.83,0
2022-09-13,Store C,Blender,Home & Kitchen,1606.27,3.0,Online Payment,Chicago,34.0,Female,4241.62,0
2022-11-02,Store D,Coffee Maker,Home & Kitchen,1705.1,6.0,Cash,Chicago,34.0,Male,12145.66,0
2023-10-25,Store B,Smartwatch,Electronics,915.74,8.0,Cash,Los Angeles,58.0,Male,6151.27,0
2022-04-13,Store D,Laptop,Electronics,841.45,1.0,Online Payment,Phoenix,20.0,Male,878.92,0
2022-09-04,Store C,Smartwatch,Electronics,100.19,3.0,Online Payment,Chicago,31.0,,331.57,0
2023-12-26,Store D,Yoga Mat,Sports,652.55,7.0,Cash,Chicago,46.0,Female,4683.76,0
2023-01-11,Store A,Blender,Home & Kitchen,835.44,5.0,Debit Card,Phoenix,69.0,Male,3741.21,0
2023-05-16,Store D,T-Shirt,Clothing,541.64,8.0,Cash,Phoenix,34.0,Female,4217.42,1
2022-12-31,Store A,Eggs,Groceries,1560.79,6.0,Credit Card,Chicago,58.0,Male,8553.17,0
2022-04-28,Store B,Coffee Maker,Home & Kitchen,1643.41,4.0,Cash,Los Angeles,32.0,Male,6460.57,0
2023-09-24,Store A,Football,Sports,1711.05,,Debit Card,Phoenix,20.0,Male,10949.23,0
2023-02-03,Store C,Laptop,Electronics,822.76,7.0,Credit Card,Houston,69.0,,5924.89,0
2022-03-19,Store B,Milk,Groceries,927.76,8.0,Online Payment,Phoenix,40.0,Male,6332.87,0
2022-12-30,Store D,Coffee Maker,Home & Kitchen,101.48,4.0,Credit Card,New York,51.0,Male,357.11,0
2022-01-12,Store D,Coffee Maker,Home & Kitchen,497.97,9.0,Debit Card,Phoenix,63.0,Female,5148.22,0
2022-01-24,Store D,Yoga Mat,Sports,1887.81,6.0,Online Payment,New York,69.0,,12390.49,0
2023-04-22,Store B,Tennis Racket,Sports,1939.32,2.0,Online Payment,Phoenix,48.0,Female,3715.97,1
2022-03-25,Store B,Jeans,Clothing,1277.56,5.0,Online Payment,Houston,33.0,Female,7416.12,0
2023-09-04,Store D,Vacuum,Home & Kitchen,1028.39,6.0,Credit Card,Los Angeles,55.0,Male,6768.35,0
2022-01-28,Store B,Blender,Home & Kitchen,1447.01,9.0,Online Payment,Houston,51.0,Female,14542.62,0
2023-04-28,Store A,T-Shirt,Clothing,,3.0,Cash,Houston,45.0,Female,870.71,0
2022-05-06,Store B,Headphones,Electronics,487.47,1.0,Online Payment,Phoenix,59.0,Male,428.33,0
2023-03-10,Store C,Coffee Maker,Home & Kitchen,973.75,8.0,Online Payment,New York,62.0,Male,9277.74,0
2022-07-08,Store B,Bread,Groceries,1156.08,8.0,Online Payment,Los Angeles,60.0,Female,10369.62,0
2022-09-11,Store A,Sneakers,Clothing,413.07,2.0,Debit Card,Chicago,50.0,Female,912.87,0
2023-02-05,Store A,Laptop,Electronics,1375.6,1.0,Credit Card,New York,27.0,Male,1612.3,0
2023-03-13,Store C,Tennis Racket,Sports,1083.69,8.0,Debit Card,Los Angeles,50.0,Female,7848.74,0
2023-07-21,Store A,Tennis Racket,Sports,1459.08,6.0,Credit Card,New York,20.0,Female,8504.81,0
2022-05-08,Store B,Tennis Racket,Sports,,4.0,Cash,Phoenix,54.0,Male,958.91,0
2022-07-01,Store A,Sneakers,Clothing,1345.76,3.0,Cash,Phoenix,60.0,Male,3556.17,0
2022-03-11,Store A,Blender,Home & Kitchen,,,Cash,Chicago,45.0,Female,13439.18,1
2022-05-23,Store B,Vacuum,Home & Kitchen,1900.05,,Online Payment,Phoenix,41.0,Female,8311.22,0
2022-01-11,Store D,Headphones,Electronics,1391.49,1.0,Cash,Los Angeles,28.0,Female,1643.43,1
2023-01-02,Store A,Bread,Groceries,1368.11,8.0,Cash,Phoenix,53.0,Female,8906.46,1
2023-07-24,Store D,Cheese,Groceries,1369.31,9.0,Cash,New York,43.0,Female,12825.03,1
2022-11-26,Store D,Football,Sports,420.76,9.0,Cash,New York,63.0,Female,4362.06,0
2023-12-04,Store D,Laptop,Electronics,216.33,,Debit Card,Phoenix,64.0,Male,1628.72,0
2023-12-04,Store A,Sneakers,Clothing,902.32,3.0,Cash,Chicago,31.0,Male,2563.77,0
2023-08-29,Store B,Smartwatch,Electronics,523.04,5.0,Online Payment,Los Angeles,48.0,Female,2343.29,0
2022-03-31,Store B,Vacuum,Home & Kitchen,1028.78,1.0,Credit Card,Los Angeles,45.0,Female,877.83,0
2023-10-05,Store C,Bread,Groceries,1247.82,8.0,Credit Card,Chicago,43.0,Male,11324.21,0
2023-12-05,Store A,Sneakers,Clothing,1017.98,6.0,Credit Card,Houston,19.0,Male,5040.54,0
2023-11-30,Store B,Jeans,Clothing,1776.94,5.0,Cash,Phoenix,63.0,Male,8117.72,0
2022-09-19,Store D,Headphones,Electronics,517.38,8.0,Online Payment,New York,51.0,Female,4465.91,0
2023-01-17,Store A,Sneakers,Clothing,1919.93,8.0,Debit Card,Houston,50.0,Male,18346.83,0
2022-12-06,Store D,Smartphone,Electronics,1400.18,9.0,Online Payment,Houston,,Male,13835.25,0
2022-03-09,Store B,Headphones,Electronics,779.39,1.0,Debit Card,New York,41.0,Male,731.13,1
2022-12-11,Store D,Smartwatch,Electronics,258.25,9.0,Online Payment,New York,23.0,Female,2013.8,0
2023-09-14,Store B,Coffee Maker,Home & Kitchen,703.65,8.0,Online Payment,Los Angeles,27.0,Male,4743.44,0
2022-11-11,Store D,Cheese,Groceries,,1.0,Credit Card,Phoenix,65.0,Male,1826.21,0
2023-05-13,Store B,Coffee Maker,Home & Kitchen,36.76,2.0,Debit Card,Los Angeles,67.0,Male,77.14,0
2023-07-07,Store D,Sneakers,Clothing,1637.32,5.0,Credit Card,Los Angeles,58.0,Male,7679.76,0
2023-06-07,Store C,Headphones,Electronics,786.76,6.0,Credit Card,Chicago,65.0,Female,3982.06,0
2022-03-16,Store D,Coffee Maker,Home & Kitchen,1876.67,4.0,Online Payment,Phoenix,58.0,Female,7892.53,0
2022-02-02,Store C,Smartwatch,Electronics,650.6,3.0,Online Payment,Chicago,51.0,Female,1758.58,0
2023-04-23,Store A,Coffee Maker,Home & Kitchen,423.79,3.0,Cash,Los Angeles,39.0,Male,1379.29,0
2023-09-27,Store D,Microwave,Home & Kitchen,,9.0,Debit Card,Phoenix,59.0,Male,1938.41,0
2022-04-09,Store D,Yoga Mat,Sports,1206.87,4.0,Online Payment,Los Angeles,40.0,Female,5160.61,0
2022-01-11,Store D,Headphones,Electronics,1918.35,8.0,Cash,Phoenix,64.0,Female,15858.72,0
2023-04-07,Store C,Cheese,Groceries,141.56,7.0,Debit Card,Phoenix,64.0,Female,995.8,0
2023-11-09,Store C,Jacket,Clothing,1792.29,8.0,Online Payment,Los Angeles,43.0,Female,12378.58,0
2023-08-18,Store B,Laptop,Electronics,225.31,5.0,Cash,Houston,44.0,Female,904.83,1
2022-06-21,Store C,Smartwatch,Electronics,407.45,8.0,Cash,Houston,54.0,Female,3663.63,0
2023-01-04,Store A,Milk,Groceries,1229.21,1.0,Cash,Chicago,69.0,Male,1463.76,0
2023-07-26,Store B,Yoga Mat,Sports,632.13,2.0,Online Payment,Chicago,38.0,Female,1426.91,0
2022-09-30,Store B,Jeans,Clothing,591.43,8.0,Online Payment,New York,63.0,Male,5527.72,0
2023-06-12,Store A,Coffee Maker,Home & Kitchen,745.47,6.0,Debit Card,New York,50.0,Female,4423.23,0
2022-10-11,Store D,Smartwatch,Electronics,472.83,7.0,Debit Card,New York,33.0,Female,2694.97,1
2023-12-24,Store C,Laptop,Electronics,1290.08,1.0,Cash,New York,45.0,Female,1217.86,1
2023-10-25,Store B,Milk,Groceries,38.27,3.0,Debit Card,Los Angeles,45.0,,107.2,0
2022-05-29,Store D,Blender,Home & Kitchen,254.84,8.0,Credit Card,Los Angeles,49.0,Male,1723.91,0
2022-03-23,Store C,Football,Sports,294.21,7.0,Online Payment,Los Angeles,36.0,Female,1810.77,0
2022-04-13,Store A,Smartphone,Electronics,1594.1,8.0,Credit Card,Houston,,,13256.07,0
2023-05-06,Store A,Milk,Groceries,625.3,5.0,Credit Card,Los Angeles,44.0,Male,3417.98,0
2022-01-20,Store B,Coffee Maker,Home & Kitchen,1000.44,6.0,Credit Card,New York,49.0,Male,6404.41,0
2022-04-12,Store B,Yoga Mat,Sports,1047.28,8.0,Debit Card,Houston,68.0,Female,8181.26,0
2023-11-16,Store A,Basketball,Sports,1561.79,9.0,Debit Card,New York,62.0,Male,12844.71,0
2022-04-18,Store D,Blender,Home & Kitchen,,8.0,Credit Card,Chicago,20.0,Male,848.76,1
2022-09-18,Store D,Microwave,Home & Kitchen,693.66,9.0,Credit Card,Phoenix,69.0,Female,6083.44,0
2022-12-16,Store A,Headphones,Electronics,288.56,1.0,Debit Card,Chicago,60.0,Male,311.05,0
2023-01-12,Store A,Microwave,Home & Kitchen,478.27,6.0,Debit Card,New York,65.0,Female,2554.34,0
2022-10-04,Store D,Smartwatch,Electronics,1265.13,7.0,Credit Card,Houston,58.0,Female,9532.09,0
2023-05-08,Store A,Milk,Groceries,104.71,1.0,Online Payment,Los Angeles,67.0,Female,89.51,1
2022-02-27,Store A,Jeans,Clothing,29.25,5.0,Debit Card,Chicago,54.0,Female,119.54,1
2022-12-30,Store D,Yoga Mat,Sports,40.97,4.0,Cash,Houston,40.0,Female,158.01,1
2022-12-29,Store A,Football,Sports,372.82,5.0,Credit Card,Phoenix,38.0,Female,1941.01,0
2022-02-28,Store C,Laptop,Electronics,1604.64,8.0,,Chicago,28.0,Female,15307.48,0
2023-10-22,Store D,Basketball,Sports,458.22,8.0,Credit Card,Chicago,20.0,Male,3039.17,0
2022-12-22,Store C,T-Shirt,Clothing,1489.84,7.0,Online Payment,Chicago,61.0,Male,10152.12,0
2023-03-03,Store C,Microwave,Home & Kitchen,1883.22,3.0,Debit Card,Chicago,60.0,Male,6373.78,0
2022-05-20,Store A,Jacket,Clothing,234.1,6.0,Cash,Chicago,53.0,Male,1450.24,0
2022-09-20,Store D,Vacuum,Home & Kitchen,1391.81,3.0,Online Payment,Los Angeles,58.0,Female,4079.76,0
2023-05-06,Store C,Blender,Home & Kitchen,1180.48,8.0,Debit Card,New York,29.0,Female,8675.54,0
2022-06-05,Store C,Yoga Mat,Sports,610.03,3.0,Credit Card,Houston,50.0,Female,1594.2,0
2022-11-09,Store A,T-Shirt,Clothing,1910.35,8.0,Online Payment,Los Angeles,51.0,Female,16525.48,0
2023-09-11,Store A,Yoga Mat,Sports,544.43,2.0,Debit Card,Chicago,,Female,1007.56,0
2023-02-26,Store B,Vacuum,Home & Kitchen,1716.58,8.0,Online Payment,Phoenix,31.0,Male,15044.07,0
2023-11-02,Store D,T-Shirt,Clothing,513.91,1.0,Debit Card,New York,20.0,Female,598.57,0
2023-04-11,Store C,Smartphone,Electronics,805.88,2.0,Online Payment,Phoenix,28.0,Male,1375.69,0
2022-10-11,Store B,Headphones,Electronics,1276.22,2.0,Online Payment,New York,66.0,Female,2436.4,0
2023-05-25,Store B,Yoga Mat,Sports,441.45,7.0,Online Payment,New York,46.0,Male,2810.79,0
2022-06-11,Store A,Jacket,Clothing,820.42,7.0,Cash,Los Angeles,24.0,,6843.13,0
2022-08-08,Store C,Microwave,Home & Kitchen,107.7,5.0,Cash,Chicago,19.0,Female,505.13,0
2023-05-17,Store C,Coffee Maker,Home & Kitchen,38.81,9.0,Credit Card,Houston,49.0,Female,296.23,0
2022-12-01,Store A,Microwave,Home & Kitchen,1396.35,9.0,Cash,New York,40.0,Male,11021.89,0
2023-07-07,Store B,Jacket,Clothing,1993.83,9.0,Online Payment,Chicago,29.0,Male,21022.73,0
2023-08-03,Store A,Blender,Home & Kitchen,835.24,7.0,Online Payment,New York,26.0,Female,6983.69,0
2022-01-07,Store C,Cheese,Groceries,1268.32,1.0,Credit Card,New York,36.0,Female,1120.12,0
2023-07-02,Store C,Yoga Mat,Sports,1287.64,2.0,Credit Card,Chicago,37.0,Male,2979.78,0
2023-05-21,Store D,Bread,Groceries,1528.39,8.0,,Chicago,63.0,Male,10340.42,0
2023-06-12,Store B,Smartwatch,Electronics,1138.34,5.0,Credit Card,New York,64.0,Female,6025.14,1
2022-03-09,Store A,Yoga Mat,Sports,1431.67,2.0,Credit Card,Chicago,29.0,Male,2779.85,0
2022-04-08,Store C,Coffee Maker,Home & Kitchen,1591.25,6.0,Cash,Phoenix,59.0,Female,11413.05,0
2023-03-13,Store A,Headphones,Electronics,72.17,3.0,Debit Card,Phoenix,,Male,204.2,0
2023-01-29,Store C,Coffee Maker,Home & Kitchen,849.82,8.0,Credit Card,Los Angeles,65.0,Female,7632.97,1
2023-11-01,Store B,Milk,Groceries,999.17,8.0,Online Payment,Chicago,41.0,Female,6583.49,0
2023-01-02,Store D,Cheese,Groceries,1108.99,5.0,Debit Card,New York,32.0,Female,4469.48,1
2023-06-08,Store D,Vacuum,Home & Kitchen,1127.69,8.0,Credit Card,Phoenix,46.0,Female,7791.87,0
2022-05-04,Store D,Coffee Maker,Home & Kitchen,748.51,8.0,Cash,Phoenix,35.0,Male,6456.86,0
2023-04-15,Store B,Headphones,Electronics,529.03,4.0,Debit Card,Chicago,35.0,Male,2495.21,0
2022-09-16,Store D,Smartwatch,Electronics,108.39,2.0,Cash,Chicago,27.0,Male,212.81,0
2023-09-13,Store C,T-Shirt,Clothing,517.2,7.0,Credit Card,Phoenix,55.0,Female,4160.36,0
2022-04-26,Store B,Blender,Home & Kitchen,674.57,3.0,Debit Card,Phoenix,39.0,Female,1809.19,0
2022-12-18,Store A,Eggs,Groceries,1692.11,9.0,Cash,Houston,43.0,Male,16866.09,0
2023-04-27,Store A,Yoga Mat,Sports,1248.55,2.0,Credit Card,Phoenix,34.0,Female,2104.15,0
2023-08-03,Store B,Cheese,Groceries,478.31,5.0,Online Payment,Phoenix,25.0,Male,2084.31,0
2023-04-26,Store C,Yoga Mat,Sports,1568.39,7.0,Cash,Los Angeles,46.0,Female,11082.38,0
2023-08-10,Store A,Sneakers,Clothing,1292.21,5.0,Cash,New York,36.0,,5769.01,0
2022-04-10,Store A,Jacket,Clothing,1573.48,4.0,Debit Card,Houston,69.0,Female,6002.78,0
2023-11-20,Store B,Blender,Home & Kitchen,1435.94,9.0,Credit Card,New York,21.0,Male,14462.93,0
2022-04-13,Store A,Cheese,Groceries,1024.63,2.0,Online Payment,New York,45.0,Male,2331.89,0
2022-01-26,Store D,Cheese,Groceries,1637.51,6.0,Credit Card,New York,48.0,Female,8581.46,0
2022-10-19,Store B,Blender,Home & Kitchen,,1.0,Debit Card,Houston,25.0,Male,1381.38,0
2023-01-20,Store A,Basketball,Sports,1163.03,8.0,Credit Card,Houston,51.0,Female,11164.02,0
2023-12-11,Store A,Sneakers,Clothing,1023.94,9.0,Credit Card,Los Angeles,59.0,Male,9159.54,0
2022-03-30,Store D,Basketball,Sports,1150.7,3.0,Debit Card,New York,,Male,4131.16,0
2023-06-11,Store D,Bread,Groceries,471.21,5.0,Cash,Los Angeles,41.0,Male,2106.95,0
2022-12-14,Store C,Headphones,Electronics,394.04,5.0,Cash,Chicago,41.0,Male,2179.33,0
2022-09-28,Store D,Bread,Groceries,,3.0,Online Payment,Chicago,29.0,Male,215.25,0
2022-07-07,Store A,Sneakers,Clothing,1589.42,4.0,Online Payment,Los Angeles,46.0,Male,6109.29,0
2023-01-16,Store B,Jeans,Clothing,1624.67,4.0,Credit Card,Houston,26.0,,6886.99,0
2023-01-18,Store D,Vacuum,Home & Kitchen,725.63,5.0,Credit Card,Chicago,20.0,Male,3628.2,0
2023-03-17,Store A,Smartwatch,Electronics,695.11,2.0,Debit Card,New York,32.0,Female,1340.78,0
2022-07-07,Store D,Sneakers,Clothing,456.43,3.0,Online Payment,Chicago,58.0,Male,1341.97,0
2022-12-27,Store A,Yoga Mat,Sports,864.62,4.0,,Los Angeles,37.0,Male,3580.06,1
2022-11-17,Store B,Cheese,Groceries,1347.33,,Debit Card,Phoenix,48.0,Male,4687.95,0
2023-03-21,Store D,Coffee Maker,Home & Kitchen,1871.97,3.0,,Phoenix,31.0,Male,6252.76,0
2023-06-04,Store B,T-Shirt,Clothing,1726.45,7.0,Online Payment,Chicago,66.0,Male,13136.91,0
2022-03-20,Store C,Laptop,Electronics,1759.77,9.0,Debit Card,Phoenix,66.0,Female,16219.19,0
2023-02-01,Store B,Laptop,Electronics,73.63,,Credit Card,Los Angeles,60.0,Female,746.45,0
2023-05-09,Store D,Yoga Mat,Sports,1968.88,2.0,Cash,Phoenix,,Female,3579.12,0
2023-07-08,Store C,Basketball,Sports,881.48,3.0,Cash,Phoenix,69.0,Male,2148.8,0
2022-06-12,Store C,Milk,Groceries,979.64,2.0,Debit Card,Phoenix,22.0,,1981.37,0
2023-03-03,Store B,Yoga Mat,Sports,98.71,2.0,,Chicago,45.0,Male,211.03,0
2023-01-02,Store B,Yoga Mat,Sports,521.13,9.0,Cash,Chicago,45.0,Female,4574.58,1
2023-08-24,Store D,Yoga Mat,Sports,,5.0,Online Payment,Los Angeles,22.0,Male,6976.06,0
2022-11-04,Store D,Basketball,Sports,1410.84,7.0,Credit Card,Phoenix,,Female,8542.17,0
2022-07-14,Store B,Bread,Groceries,1301.98,,Debit Card,Phoenix,43.0,Male,9521.96,0
2023-08-08,Store A,Microwave,Home & Kitchen,185.51,9.0,Cash,New York,55.0,Female,1408.54,0
2022-02-11,Store C,Yoga Mat,Sports,1885.03,9.0,Credit Card,Phoenix,53.0,Male,13668.56,0
2022-10-03,Store B,Basketball,Sports,756.18,1.0,Online Payment,Los Angeles,32.0,Male,650.93,0
2023-06-20,Store A,Microwave,Home & Kitchen,1354.55,2.0,Debit Card,Chicago,36.0,,2819.79,0
2022-06-07,Store A,Cheese,Groceries,125.15,7.0,Online Payment,Houston,40.0,Female,1049.08,0
2022-04-24,Store B,Vacuum,Home & Kitchen,1257.35,7.0,Debit Card,Houston,43.0,Female,9795.75,1
2022-08-25,Store D,Jeans,Clothing,112.0,1.0,Online Payment,Chicago,61.0,Male,110.9,0
2022-08-27,Store A,Blender,Home & Kitchen,739.66,8.0,Debit Card,New York,41.0,Male,5469.26,0
2022-02-23,Store B,Tennis Racket,Sports,1747.87,3.0,Cash,Chicago,64.0,Female,6064.38,0
2023-10-23,Store A,Sneakers,Clothing,1035.81,3.0,Cash,New York,64.0,Male,2837.08,0
2022-03-20,Store D,Basketball,Sports,1547.5,6.0,Cash,Phoenix,21.0,Female,7464.81,0
2023-07-05,Store B,Smartwatch,Electronics,1864.98,6.0,Online Payment,Chicago,,Male,9541.18,0
2023-06-02,Store B,Jeans,Clothing,715.14,7.0,Credit Card,Los Angeles,38.0,Male,5656.37,0
2023-11-10,Store D,T-Shirt,Clothing,1025.8,5.0,Debit Card,Los Angeles,18.0,Male,5428.0,0
2023-12-05,Store A,Cheese,Groceries,1589.01,1.0,Online Payment,Los Angeles,37.0,Male,1399.2,0
2022-03-25,Store D,Eggs,Groceries,1946.29,9.0,Debit Card,Chicago,40.0,Female,20794.05,0
2022-09-04,Store D,Jeans,Clothing,1489.09,,Credit Card,New York,63.0,Male,5926.3,0
2023-03-01,Store D,Vacuum,Home & Kitchen,271.02,2.0,Credit Card,Houston,29.0,Female,594.59,0
2023-12-11,Store D,Jeans,Clothing,1038.57,3.0,Online Payment,Phoenix,63.0,Male,3664.92,0
2023-09-12,Store D,Football,Sports,945.22,3.0,,Chicago,,Female,2303.82,0
2023-07-02,Store A,T-Shirt,Clothing,747.18,7.0,Credit Card,Chicago,49.0,Female,5398.77,0
2022-06-22,Store C,Smartwatch,Electronics,816.76,8.0,Online Payment,Chicago,63.0,Female,6244.99,0
2023-01-07,Store C,Cheese,Groceries,1868.06,3.0,Debit Card,Chicago,48.0,Male,6363.78,0
2022-05-21,Store C,Milk,Groceries,847.66,6.0,Debit Card,New York,54.0,Male,4836.38,1
2023-12-16,Store B,Jeans,Clothing,116.2,5.0,Online Payment,Los Angeles,,Female,548.56,0
2023-04-02,Store D,Smartphone,Electronics,324.93,5.0,Credit Card,Houston,69.0,Male,1566.87,0
2023-06-08,Store C,Coffee Maker,Home & Kitchen,416.64,2.0,Credit Card,Phoenix,44.0,Female,709.54,0
2022-07-26,Store D,Basketball,Sports,524.27,1.0,Online Payment,Houston,44.0,Male,602.75,0
2023-01-22,Store C,T-Shirt,Clothing,1235.48,1.0,Credit Card,Chicago,25.0,Female,1113.59,1
2023-03-21,Store D,Blender,Home & Kitchen,1748.08,6.0,Credit Card,Chicago,60.0,Female,10184.74,0
2022-07-09,Store C,Milk,Groceries,803.44,1.0,Credit Card,Chicago,,Female,669.39,0
2023-06-30,Store D,Microwave,Home & Kitchen,671.42,4.0,Debit Card,Los Angeles,28.0,Male,3199.54,0
2023-01-25,Store C,Basketball,Sports,497.41,9.0,Credit Card,Chicago,18.0,,3729.47,1
2022-08-04,Store A,Headphones,Electronics,618.87,2.0,Cash,Houston,50.0,Female,1026.34,0
2023-06-05,Store A,Laptop,Electronics,18.93,3.0,Debit Card,Los Angeles,37.0,Female,48.2,0
2022-03-12,Store D,Eggs,Groceries,969.05,7.0,Online Payment,Chicago,18.0,Male,7474.08,0
2023-12-21,Store C,Smartphone,Electronics,1495.9,5.0,Cash,Phoenix,62.0,Female,7739.04,1
2023-03-23,Store C,Basketball,Sports,1107.26,8.0,Cash,Phoenix,50.0,,8730.28,1
2023-10-20,Store C,Bread,Groceries,292.9,8.0,Online Payment,Phoenix,47.0,Male,1901.55,0
2023-01-26,Store B,Headphones,Electronics,411.14,5.0,Online Payment,Chicago,68.0,Male,1894.49,0
2022-05-15,Store C,Football,Sports,1443.28,1.0,Cash,Los Angeles,39.0,Female,1467.84,0
2022-09-21,Store B,Microwave,Home & Kitchen,203.39,8.0,Online Payment,New York,60.0,Male,1771.78,0
2023-10-16,Store D,Vacuum,Home & Kitchen,1807.7,1.0,Debit Card,Houston,,Male,2000.09,0
2022-01-12,Store C,Jacket,Clothing,578.83,5.0,Credit Card,Chicago,50.0,Female,2723.93,0
2022-09-08,Store D,Smartwatch,Electronics,228.28,2.0,Online Payment,Chicago,54.0,Female,545.44,0
2023-09-18,Store A,Smartwatch,Electronics,1059.77,7.0,Credit Card,Phoenix,54.0,Male,8379.06,0
2023-08-21,Store C,Smartphone,Electronics,1785.14,7.0,Online Payment,Houston,65.0,Male,12652.51,0
2023-12-13,Store B,Smartwatch,Electronics,1119.74,9.0,Debit Card,Los Angeles,27.0,Male,11229.11,0
2022-11-20,Store C,Milk,Groceries,1695.31,1.0,Cash,Los Angeles,69.0,Female,1486.17,1
2022-01-29,Store A,Headphones,Electronics,481.8,6.0,Online Payment,New York,58.0,Female,2360.7,0
2022-10-03,Store C,Blender,Home & Kitchen,115.17,8.0,Online Payment,New York,54.0,Male,774.3,0
2023-03-27,Store D,Vacuum,Home & Kitchen,441.33,6.0,Credit Card,Los Angeles,55.0,Male,2992.97,0
2022-04-24,Store D,Sneakers,Clothing,626.75,6.0,Cash,Phoenix,65.0,Male,4409.53,0
2022-07-25,Store D,Jeans,Clothing,807.51,8.0,Cash,Chicago,25.0,Male,6929.82,0
2022-08-26,Store D,Headphones,Electronics,1020.37,4.0,Credit Card,Los Angeles,22.0,Female,4158.71,0
2022-09-03,Store A,Headphones,Electronics,1725.67,6.0,Online Payment,Houston,23.0,Male,9676.14,1
2023-02-22,Store A,Laptop,Electronics,1586.95,7.0,Debit Card,Houston,29.0,Female,10116.99,0
2023-09-16,Store A,Sneakers,Clothing,1476.03,8.0,Cash,Houston,46.0,Female,13275.7,0
2022-02-02,Store A,Tennis Racket,Sports,131.8,7.0,Cash,New York,,Male,984.91,0
2023-12-17,Store B,Coffee Maker,Home & Kitchen,1203.89,9.0,Cash,Phoenix,45.0,Male,10948.05,0
2023-06-01,Store B,Basketball,Sports,1562.62,9.0,Online Payment,Houston,48.0,Female,11578.06,1
2022-03-29,Store B,Coffee Maker,Home & Kitchen,1854.59,1.0,Cash,Houston,67.0,Female,2050.76,0
2023-08-04,Store B,Eggs,Groceries,1717.37,2.0,Debit Card,Los Angeles,27.0,Female,3392.18,1
2022-11-16,Store C,Basketball,Sports,1628.38,7.0,Debit Card,Phoenix,58.0,Male,12076.95,1
2022-04-23,Store A,Milk,Groceries,1121.89,8.0,Cash,Chicago,41.0,Male,8112.8,0
2022-10-14,Store A,Tennis Racket,Sports,1748.41,8.0,Cash,Phoenix,24.0,Male,12592.64,0
2023-11-20,Store C,Smartphone,Electronics,1677.47,2.0,Debit Card,Los Angeles,38.0,Male,2733.37,0
2023-11-16,Store C,Coffee Maker,Home & Kitchen,,,Online Payment,Chicago,29.0,Male,546.87,0
2023-09-02,Store B,Milk,Groceries,1208.57,7.0,Online Payment,Phoenix,57.0,,9040.83,0
2023-07-10,Store A,Bread,Groceries,835.94,7.0,Cash,Los Angeles,50.0,Female,6778.68,0
2023-02-11,Store A,Laptop,Electronics,1682.2,6.0,Cash,Phoenix,20.0,Male,10263.72,0
2023-01-01,Store A,Football,Sports,,8.0,,Chicago,44.0,Male,3320.03,0
2022-09-18,Store A,Football,Sports,1171.94,7.0,Cash,Chicago,20.0,Female,7393.72,0
2022-07-14,Store A,Smartwatch,Electronics,971.36,4.0,Cash,Chicago,54.0,Female,3359.15,0
2022-11-08,Store A,Smartwatch,Electronics,1108.99,9.0,Cash,New York,69.0,Female,9409.55,0
2022-08-23,Store C,Cheese,Groceries,350.18,,Online Payment,Phoenix,21.0,Female,2078.21,0
2023-03-25,Store C,Smartphone,Electronics,889.33,8.0,Cash,New York,60.0,Female,5810.31,0
2023-10-21,Store B,Basketball,Sports,1785.58,6.0,Cash,Chicago,37.0,,11172.4,0
2023-01-11,Store A,Microwave,Home & Kitchen,153.9,7.0,Debit Card,Phoenix,43.0,Male,1062.73,0
